,Unnamed: 0,company,job_description,job_requirement,job_title,location,salary,salary_type,url
175,,DBS BANK LTD.," Drive data discovery through the analysis and exploration of data sets Develop data assets for projects though data ingestion and preparation Perform data manipulation and feature engineering for machine learning Create helper functions to automate frequently required data manipulations Assist data scientists to conduct experiments and build/maintain machine learning models Assist in the presentation of data-driven insights and actionable recommendations Accountable for the discovery, analysis and preparation of data for machine learning projects that that drive value for business "," Bachelors/Masters in computer science, machine learning, statistics, decision science, mathematics or equivalent At least 3 years of data analytics industry experience, in a big data environment Highly proficient in data manipulation using tools such as R, Python, Spark Highly proficient in SQL Advanced analytics skills, with prior experience developing machine learning solutions for classification, prediction, forecasting and/or anomaly detection problems will be a plus Ability to present analysis in a manner accessible by non-practitioners Good verbal and written communication skills and the ability to interact professionally with business executives Has a ‘can-do’ attitude Prior experience in the financial services industry will be a bonus ","VP  /  AVP, Data Analyst, IBG Digital, Institutional Banking Group (180000ZJ)",,"$6,500to$13,000",Monthly,https://www.mycareersfuture.sg/job/f82a5e3ef0784970b6ddafc0485d33d1
176,,DBS BANK LTD.," Drive data discovery through the analysis and exploration of data sets Develop data assets for projects though data ingestion and preparation Perform data manipulation and feature engineering for machine learning Create helper functions to automate frequently required data manipulations Assist data scientists to conduct experiments and build/maintain machine learning models Assist in the presentation of data-driven insights and actionable recommendations Accountable for the discovery, analysis and preparation of data for machine learning projects that that drive value for business "," Bachelors/Masters in computer science, machine learning, statistics, decision science, mathematics or equivalent At least 3 years of data analytics industry experience, in a big data environment Highly proficient in data manipulation using tools such as R, Python, Spark Highly proficient in SQL Advanced analytics skills, with prior experience developing machine learning solutions for classification, prediction, forecasting and/or anomaly detection problems will be a plus Ability to present analysis in a manner accessible by non-practitioners Good verbal and written communication skills and the ability to interact professionally with business executives Has a ‘can-do’ attitude Prior experience in the financial services industry will be a bonus ","Senior Associate  /  Associate, Data Analyst, IBG Digital, Institutional Banking Group (180000ZJ)",,"$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/e05477cc4f3d589298d94e2fcb934597
177,,TCO RESOURCE SERVICES PTE. LTD.," Plan and execute data cleaning and data mining activities Checking sample integrity, quotas, logics and quality of data Run and produce accurate deliverables such as data tabulations and any other analytic solutions; apply weighting when necessary Run and produce macro Coordinate with project team members from various departments on project objective and specific requirements on data delivery ","• Bachelor’s degree in accounting, math, statistics or computer sciences. • Strong analytical skillset, comfort and preference to work with quantitative content, large data analytics, and extensive experience with Excel and SPSS • Project management experience is desired • Those with managerial experience may consider for managerial level",Senior Data Analyst  /  Analyst Manager,"GRACE GLOBAL RAFFLES, 137 MARKET STREET 048943","$6,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/68062df919437c4c5ca2ba03889be2ab
178,,CAREERLIBRARY PTE. LTD.,"We are a Leading Global Blockchain Asset Financial Service Provider. We offer quality service for over millions of users from over 130 countries. In terms of technology platform, product line, security risk management system, operations and customer service, toegther with its sub-brands are at a world-leading level compared with global peers.  We are looking for a dyanmic Data Analyst who is passionate and highly motivated to join our Global Operations Centre in Singapore. Responsibilities:  Have strong business acumen to collect and interpret complex financial data, analyse results using statistical techniques and provide ongoing reports to accomplish organisation goals. Develop and implement operations & databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality to solve business problems. Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems. Work with all departments such as marketing, operation, compliance community and management to prioritize strategies and directions. Process Improvement and opportunities identified. ","Requirements  MSc / BSc Degree in Mathematics, Economics, Computer Science, Information Management or Statistics Data analyst or business data analyst training and experience. Technical expertise regarding data models, database design development, data mining and segmentation techniques. Strong knowledge of and experience with reporting packages (Business Objects etc.), databases (SQL & Excel etc.), programming (XML, Javascript, or ETL frameworks). Knowledge of statistics and experience using statistical packages for analyzing datasets (At least one of the following: Python, R, SPSS, SAS). Strong analystical skills with the ability to collect, organize, analyze and disseminate significant amount of information with attention to detail and accuracy. Adept at queries, report writing and presenting findings. Able to start work immediately or on a short notice is preferred. Drive, competence, flexibility and a willingness to learn. Business mandarin proficiency is an advantage. Ability to work under pressure / tight deadlines. Good teamwork, analytical and problem-solving skills. Stay abreast of current affairs and have a good sense of business acumen. Able to start work immediately or on a short notice is preferred.  Salary range S$3600 to S$4000 per month Interested candidates, please email resume to mengsu.careerlibrary@gmail.com",Data Analyst (Fintech),"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623","$3,600to$4,000",Monthly,https://www.mycareersfuture.sg/job/06a0a46f8106de169fc362dfaa1db09c
179,,VIKI PRIVATE LIMITED,"Dubbed “The Most Innovative Streaming Video Service” by Forbes, Rakuten Viki is the world’s leading platform for Asian entertainment and lifestyle, where tens of millions of people watch their favorite TV shows, movies, and influencer videos and engage with the content. With more than a billion words translated into 200+ languages by a community of avid fans, Viki brings global entertainment to fans everywhere. Soompi, also part of Rakuten Viki, is one of the biggest global K-pop news sites and the longest-running fandom community. From innovative engagement features to original content and social shopping, Rakuten Viki and Soompi are pushing the boundaries of user engagement and social viewing. At Rakuten Viki, our engineering teams utilize leading-edge technologies to build a world class product. You will join a diverse and talented team with great ambitions to change the digital entertainment landscape. We are looking for top talent across APAC to join our Growth Analytics team as a Data Analyst. If you are inspired to take up new challenges then come be a part of our Rakuten Viki team in Singapore. About The Role At Viki we handle terabytes of data to help us understand our users and learn about content trends. Our data team is first and foremost responsible for collecting, processing and organizing these large amounts of data using advanced and scalable techniques. They then analyze these complex datasets to generate deeper insights and help various teams at Viki effectively utilize it for crucial decision making.","What You’ll Do   Create useful reports and dashboards to help generate insights for Product and Growth teams by analyzing A/B tests and data from experiments   Work with engineers to ensure that data collection has been correctly implemented   Conduct inferential analysis and predictive analysis to model user behavior and relevant metrics   Analyze content consumption data to help content and marketing teams identify which shows perform well on Viki   Deep dive into big data and provide business intelligence and analytics support to key company-wide business initiatives   What You Need   BSc in Computer Science, Mathematics or a related discipline with 2-4 years of relevant work experience    Outstanding quantitative and analytical skills   Highly proficient in writing complex SQL queries   Deep understanding of the usage and interpretation of statistical methods   Interest in large scale data mining, gathering insights and reporting   Prior experience with Ruby, R or Python preferred   Experience with Hadoop or MapReduce is a plus   Prior experience working in a high-growth tech company is also a plus  ",Data Analyst,"CAPITAGREEN, 138 MARKET STREET 048946","$4,000to$6,500",Monthly,https://www.mycareersfuture.sg/job/5a768987e1d9252383d333d5f1bf710d
180,,VIKI PRIVATE LIMITED,"Dubbed “The Most Innovative Streaming Video Service” by Forbes, Rakuten Viki is the world’s leading platform for Asian entertainment and lifestyle, where tens of millions of people watch their favorite TV shows, movies, and influencer videos and engage with the content. With more than a billion words translated into 200+ languages by a community of avid fans, Viki brings global entertainment to fans everywhere. Soompi, also part of Rakuten Viki, is one of the biggest global K-pop news sites and the longest-running fandom community. From innovative engagement features to original content and social shopping, Rakuten Viki and Soompi are pushing the boundaries of user engagement and social viewing. At Rakuten Viki, our engineering teams utilize leading-edge technologies to build a world class product. You will join a diverse and talented team with great ambitions to change the digital entertainment landscape. We are looking for top talent across APAC to join our Growth Analytics team as a Data Analyst. If you are inspired to take up new challenges then come be a part of our Rakuten Viki team in Singapore. About The Role At Viki we handle terabytes of data to help us understand our users and learn about content trends. Our data team is first and foremost responsible for collecting, processing and organizing these large amounts of data using advanced and scalable techniques. They then analyze these complex datasets to generate deeper insights and help various teams at Viki effectively utilize it for crucial decision making.","What You’ll Do   Create useful reports and dashboards to help generate insights for Product and Growth teams by analyzing A/B tests and data from experiments   Work with engineers to ensure that data collection has been correctly implemented   Conduct inferential analysis and predictive analysis to model user behavior and relevant metrics   Analyze content consumption data to help content and marketing teams identify which shows perform well on Viki   Deep dive into big data and provide business intelligence and analytics support to key company-wide business initiatives   What You Need   BSc in Computer Science, Mathematics or a related discipline with 2-4 years of relevant work experience    Outstanding quantitative and analytical skills   Highly proficient in writing complex SQL queries   Deep understanding of the usage and interpretation of statistical methods   Interest in large scale data mining, gathering insights and reporting   Prior experience with Ruby, R or Python preferred   Experience with Hadoop or MapReduce is a plus   Prior experience working in a high-growth tech company is also a plus  ",Data Analyst,"CAPITAGREEN, 138 MARKET STREET 048946","$6,500to$7,500",Monthly,https://www.mycareersfuture.sg/job/932fa9d60f2d87e6e9958ae5c2aeeedb
181,,GUMI ASIA PTE. LTD.," Perform evaluations and problem investigation for Marketing Data Work within the Product Marketing department to identify data related problems and provide solutions Conduct research and collect data which will help in continual product development that meet department requirements Ensure high quality data are collected and integrity of the data Process data to develop reports specifically required by the department Analyse information using various statistical methods, trying to see patterns in data Create reports and presentations "," Minimum Diploma/ Degree in Statistics/Computer Science Minimum 2 year's experience in Data Management, Consolidation and Analysis Preferred High proficiency in Microsoft Excel is required Previous experiences with R and MySQL will be highly valued. Possess excellent problem solving, presentation, organizational and project management Good communication skill and interpersonal skill ",Data Analyst,"CONNEXIS, 1 FUSIONOPOLIS WAY 138632","$2,500to$3,300",Monthly,https://www.mycareersfuture.sg/job/1296bebf05c2b4b6661e9796b5477cc8
182,,SCIENTE CONSULTING PTE. LTD.,"Job Summary We are looking for an energetic Data Analyst to join our client in the Financial industry. Mandatory Skill-set  Degree or Diploma in Computer Science, Computer Engineering, Information Technology or related field; At least 2 - 4 years of experience in the business modelling and / or data analysis; Strong critical logic and proved problem-solving experience; Some understanding of credit risks and the different risk dimensions/prisms is preferred; Highly proficient with data wrangling, analytic, transformation using programming tools such as SAS; Good knowledge of SAS is required; Highly organized and flexible in prioritizing various competing work demands; Excellent communication (both written and oral) skills; Able to work both independently and as part of a team. ","Desired Skill-set  Banking / Financial experiences preferred; SAS certified.  Responsibilities  Create analytic data marts to facilitate model development effort; Identify, profile and analyze data variables; Develop data pipeline and create analytic datasets for analytical purpose; Work with Model Developer on solution to identify and resolve data abnormalities; Perform data wrangling to facilitate analytical efforts; Perform other ad hoc tasks or participate in assigned projects where applicable. ",Senior Data Analyst (JD#4041),"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066","$4,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/bdd6e2ecbe70b79da3c81bec57a7565e
183,,FORESENSE PTE. LTD.,"As a Data Analyst your job will be to partner with the Product, Finance, and Engineering teams, and apply your expertise in quantitative analysis, data mining, and machine learning to create and scale insights. You will create and test hypotheses as well as build models to understand how Acers interact with each other. Additionally, you will be responsible for reporting insights and helping the Business and Engineering teams make decisions based on data as well as solving problems and identifying trends and opportunities. Ultimately, you will inform, influence, support and execute our product decisions and product launches. Responsibilities and Duties:  Work with other technical and business development teams to define and develop new research areas and innovative business applications  Listen and intelligently probe clients to negotiate useful and feasible analytics projects Clearly explain the intuition behind technology options without relying on jargon – what is possible as opposed to how it is done. Forecasting and setting product team goals. Produce clear graphics and visualizations to explain procedures and communicate results. Lead/contribute to efforts on engaging new customers and developing new business opportunities, including proposal development. Writing reports on some specific areas which he/she has spent the time to study and presenting the findings. ","At least Bachelor Degree in Computer science, Applied Physics, Applied Statistics, or other related fields from Singapore Local Universities (National University of Singapore, Nanyang Technological University, Singapore Management University, Singapore University of Technology and Design are preferable).   Master Python or other equivalent programming languages.  Experience with machine learning classifiers and models Experience with web analytics and advertising. Excellent pattern recognition and predictive modelling skills. Experience in hard problem solving and researching. Familiar with social website like Facebook, Twitter, Blog and Weibo etc. Strong knowledge of statistics and mathematics. You’re practical and realistic: you can start contributing to a production system and make things better. You’re independent and self-motivated with empathy and a positive attitude. Able to write reports & emails fluently in English and Mandarin. Able to communicate in English and Mandarin. Actively participate in sports. Have knowledge of English football teams and tactics. Some knowledge of Forensic Science/Medical science. Fresh Graduates are welcome to apply. ",Data Analyst,,"$3,500to$4,500",Monthly,https://www.mycareersfuture.sg/job/d22446c6f0fc166de7b412ec0f71c465
184,,ADECCO PERSONNEL PTE LTD," Work closely with Global teams and other technology partners to meet the project requirements Able to work effectively in a team and on any Ad-hoc duties as assigned Responsible for providing technical/functional solutions Good understanding of Data modeling Analyzing huge volumes of data and bifurcating into various flavors and produce metrics for the senior management Develop Oracle PL/SQL queries to apply data patches and fix data issues in the application Perform SQL tuning of queries and optimize reports and data retrieval response times, especially for huge volume of data Able to shift gears and to support multiple activities in parallel based on Business priorities Manage delivery of projects through complete SDLC life cycle Participate in and provide SME support for SIT/UAT testing and Production checkouts Clearly articulate the problem statement & resolution in both functional and technical terms Adopt and build process to manage the quality of the deliverables "," Bachelor’s degree in Computer Science/ Engineering or equivalent A minimum of 5 to 7 years’ experience working as a Data Analyst & PL/SQL Developer Strong financial domain background Strong in Oracle database design, Oracle PL/SQL, and Oracle performance turning Expertise in Data Mapping, Data Analysis and Oracle SQL development Experience with ETL tools is a plus Strong analytical and problem solving abilities Good communication skills Ability to work as a team player as well as an independent performer Ability to work on multiple tasks concurrently  Next Step Prepare your resume in word document (please include your current salary package with full breakdown such as base, incentives, annual wage supplement etc.) and expected package with your notice period (Including leaves to offset) and email it to TechnicalStaffing@adecco.com All shortlisted candidates will be contacted Wai Yun Wen EA License No: 91C2918 Personnel Registration Number: R1330726",Senior Data Analyst,"SHAW CENTRE, 1 SCOTTS ROAD 228208","$5,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/c7f0d73648cc16e5a2c202783054e1e2
185,,LINKEDIN SINGAPORE PTE. LTD.,"LinkedIn was built to help professionals achieve more in their careers, and every day millions of people use our products to make connections, discover opportunities and gain insights. Our global reach means we get to make a direct impact on the world’s workforce in ways no other company can. We’re much more than a digital resume – we transform lives through innovative products and technology. Searching for your dream job? At LinkedIn, we strive to help our employees find passion and purpose. Join us in changing the way the world works. The LinkedIn Talent Insights Consultant serves as a key customer resource for LinkedIn’s newest, most strategic product, LinkedIn Talent Insights (LTI). LTI is a data and insights product that will be leveraged by our customers to answer their most strategic questions. The LTI consultant will inform and enhance the product and customer experience for LTI by focusing on driving success for early customers and ensuring post-sales processes are built for scale. The LTI consultant will also act as the primary Voice of Customer to product, to ensure the product continues to evolve with the customer in mind.   In this role, you will work across LinkedIn and with customers to coordinate all post-sale onboarding and engagement activities and ensure success for our earliest customers. In addition to post-sales activities, you will also act as a pre-sales product specialist and partner with LinkedIn sales reps to effectively drive net new sales of LinkedIn Talent Insights and act as a product specialist for more technical and data driven sales conversations.   Responsibilities Primary Post-sales responsibilities:  Lead onboarding and training for end users of LTI to ensure they are successful with the product Support customer post-purchase by answering questions regarding data, metric calculation, and insight methodology; ensure that answers are codified and incorporated into Product and Learning center Monitor and optimize end-user engagement and re-engage users at appropriate times via email, webinars, and customer events; identify and address engagement issues; share best practices and Customer Success stories to drive engagement Share feedback with appropriate cross-functional teams (e.g., Product, Product Marketing, Sales) to improve customer experience Coordinate with Sales to join regular check-ins with the customer and provide updates relating to LTI (use cases, usage data, ROI metrics, etc.) and provide support to sales and customer for renewal conversations Provide ongoing support for these users (reactively answering questions, partnering with Customer support, Product and other cross-functional teams to address problems and provide resolution to customers)  Primary Pre-sales responsibilities  Join customer meetings as needed (alongside sales rep) to help address customer objections and/or complex questions in order to move the deal forward Answer questions regarding data in order to drive deal to close (data validation, metric calculation, and insight methodology); ensure that answers are codified and incorporated into product / learning center Display deep understanding of product and technical functionality and have ability to effectively demonstrate / speak to it using clients' specific use cases (in partnership with Sales) Help reps and customers feel more confident in LTI by sharing customer success stories, best practices and available post-sales support during the sales process   ","Basic Qualifications:  BA/BS degree in related field 3+ years in client facing role 3+ years of Customer Success or post-sales capacity  Preferred Qualifications:  Prior experience with new products and/or new product launches Experience working with data/products that provide actionable insights to help customers make decisions Experience building and executing on customer success plans to ensure successful adoption and utilization of a technology product Experience working directly with customers in a pre-sales capacity (direct or overlay sales role) Experience working in or with Talent Acquisition/Recruiting/HR/Talent Analytics teams Ability to deep dive and understand products at detailed level with analytical and customer centric mindset Ability to drive insight from data and build strategy, develop success plans and best practices from analysis Initiative and leadership to drive results and change in a fast paced environment ",Data Analyst,"SOUTH BEACH TOWER, 38 BEACH ROAD 189767","$5,000to$11,000",Monthly,https://www.mycareersfuture.sg/job/6c2a3e8c3355245018125d98d1bded8f
186,,ADYEN SINGAPORE PTE. LTD.,"Ordering a pizza? Buying a pair of trainers? Watching a movie? Hailing a ride? Chances are Adyen is handling your payment. We are a fast-growing technology company, delivering seamless payment experiences to customers around the world.  Driven by a vision to improve customer experience, streamline processes, and ultimately increase revenue, we enable businesses to process payments across online, mobile, and Point-of-Sale (POS) with over 250 payment methods in 185 transaction currencies all over the world. Over 4,000 businesses use the Adyen payment platform, including Facebook, Grab, Spotify, Groupon, Evernote and Booking.com. As a part of our skilled team in Singapore, we need you to contribute to our growth in APAC, by supporting our biggest and most high profile merchants. Your risk (data) analysis will often be the starting point for new business opportunities, so you will make direct impact on business development, next to supporting flawless operations. The Risk (Data) Analyst works closely with other teams, such as Account Managers, Acquiring, Sales & Compliance teams, but is part of our Global Risk team. This position reports to the Team Lead Risk APAC. ","You will:   Execute risk assessments and (data) analysis related to fraud and chargeback for new merchants and monitor the risk exposure during the relationship of these merchants with Adyen. Advice on fraud redundancy to account management based on the data analysis. Provide the risk recommendations and the impact analysis of the risk recommendations to the merchants. Develop projects to improve risk management analysis and dispute management. Communicate with colleagues on execution and improvements of the fraud & chargeback avoidance or resolution. Determine the necessary data required to address questions, extract the required data, and perform risk analysis for the merchants. Clearly communicate accurate results in a simple and transparent manner.  You are:  Able to approach complex and multivariate calculations in a structural and analytical way Able to work in a high-paced environment with the ability to quickly shift priorities and produce consistent results Capable of effectively communicating complicated data analysis results in a simple fashion A self-starter. You take initiative and ownership and you dare to take decisions You have the ability to thrive in a start-up environment with minimal supervision Comfortable dealing with confidential information and you have high integrity Accurate and inquisitive A team player Fluent in English, both spoken and in writing A recent graduate with an academic bachelors or masters degree  You know and have experience in:  Database SQL Data analysis languages such as R, Python or Matlab would be an asset.   Preferably you have:   Experience in fraud analysis and risk management  Ability to analytically assess clients on risk exposure Enthusiasm to find creative solutions to mitigate risks related to fraudulent activities ",Risk (Data) Analyst,30 HILL STREET 179360,"$3,750to$6,000",Monthly,https://www.mycareersfuture.sg/job/616920e0ce20b11dbd69cf13a54f1080
187,,MCCANN WORLDGROUP (SINGAPORE) PTE. LTD.,MRM//McCann is growing their digital strategy and data analytics capabilities here at the regional headquarters in Singapore and currently seeking a Junior Data Analyst to join the team.   ,"Responsibilities:  Online Campaign Analytics 	 Website analytics Creative optimization A-B and multivariate test design Engagement Analysis/Scoring   Integrated Measurement Integrate disparate data sources that capture performance of online and offline media Analyze and benchmark performance across channels, media   properties, creative executions 	 Develop actionable optimization recommendations Interface with agency and client stakeholders to drive implementation    Skills & Requirements:  Technical Skills 	 Proficient in Excel/Google Spreadsheets. Experience using web analytics (Omniture, Google Analytics, Web Trends). Media analytics a plus Experience in statistical analysis, modelling and programming (SPSS, SAS, R, etc.) a plus Experience with web oriented programming (HTML, JavaScript, JQuery, etc.) a plus   3-5 years of experience in Performance/Data Science Degree in Statistics, Mathematics, Operations Research, Economics or a quantitative degree in another social science a plus. ",DATA ANALYST,"MACDONALD HOUSE, 40A ORCHARD ROAD 238838","$3,000to$4,000",Monthly,https://www.mycareersfuture.sg/job/85913b185949e35e5d7041c03a1f6a84
188,,EXECUTIT PTE. LTD.,"Junior Business Analyst (Early talent!) Singapore - Full time – Early talent  Executit is a young and growing consulting company, founded in 2015. Executit helps  businesses to plan and model effectively and efficiently in various functions such as  workforce planning, supply chain planning, financial planning, and sales and campaign  planning, to achieve better outcomes. We work exclusively with Anaplan, the next- generation platform, which enables us to create solutions within short time-frames. We are looking for a colleague to contribute to the growth and expansion of Executit.  You should be a business-oriented, curious, and analytical team player who wants to  learn how analytic solutions really help make a difference for our clients. What you’ll be doing:  You will work as a model-developer; contributing in IT-processes from design, test, implementation until maintenance. Contribute in build, maintain and enhance models, and tools for delivering planning services; Support and execute development activities, conduct product evaluations, and provide technical guidance to our clients; Ascertaining the pain points of the client during the process and explaining/communicate smart planning solutions with the aim to exceed the clients expectations and/or to meet the clients specific requirements; Well communicate and build a rapport with client/IT departments and team members.   Why join our Executit Team? We offer you the opportunity to be a part of a fast paced growing start up. Since you are  to work with a small team, you will encounter many challenges, you will learn new skills,  all without the barriers and limitations of big corporations. You will join a group of  enthusiastic and experienced professionals who are extremely motivated to make our  firm a success. Together, we will grow our skills in various functions and across a variety of  industries. You will learn to work with leading technology and become a professional in  analytic solutions. You will experience what it is to build a new firm. Your effort will make  a difference to our clients and you are to help shape our joint future together. Is your ambition aligned with ours, and are you up for something new and exciting? Please apply today by sending in your application to Joanne.zijlmans@executit.com We look forward to meet you!","Desired Skills and Experience:  Bachelor degree, preferred in Business Administration, Computer Science, Information  Systems and/or related disciplines; Aptitude for quickly ramping up on new technology; Ambition in building future-proof planning solutions and using state of the art technologies; High commitment to quality, reliability and a self-motivating style of working; Very good analytical and problem solving skills; A strong interest in business processes/planning; Team player with a strong ability to network and the drive to achieve tangible results; Fluent in English  ",Junior Data Analyst,"PRUDENTIAL TOWER, 30 CECIL STREET 049712","$3,000to$4,000",Monthly,https://www.mycareersfuture.sg/job/cc44054a4c29f669f896259aacf859d7
189,,NATIONAL UNIVERSITY OF SINGAPORE,"To assist the Director with the collection, analysis, visualisation of research and education data and presentation of analytical results for regular and ad-hoc reporting purposes to meet multiple information requirements of the various stakeholders of the university. The successful candidate will assist the Director of Research and Education Analytics with the following activities:  Research, collect, analyse and report on key indicators, for both regular and ad-hoc reporting purposes. Program and develop depositories and system for accessing regular reports by key stakeholders. Develop visualizations and presentations for dissemination of analytical results and derivation of actionable insight. Create detailed reports on data sources, methodology, analytical techniques, analytical results and insights for stakeholders. ","Successful candidate will have the following qualifications and capabilities:  PhD in operations research, applied statistics, data mining or a related quantitative discipline. Strong analytical skills, highly proficient in statistical and predictive modelling concepts, clustering and classification techniques, and optimization algorithms. Experience in query databases from different sources and perform quantitative modelling and statistical analysis. Experience in developing or programming databases; Some understanding of the higher education sector and the needs of related key stakeholders in the university. Ability to work autonomously. At least 3 years of similar experience. ",Data Analyst / Scientist,21 LOWER KENT RIDGE ROAD 119077,"$4,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/fdf0602be51fe47147c9d897fc61dc85
190,,KADENCE INTERNATIONAL PTE. LTD.,"Main duties: to work closely with the Research Team and managing junior Data Analysts to support the Company in providing accurate, timely, insightful research to clients that tells a story, is actionable, and really delivers knowledge","SECTION B: Responsibilities and Tasks Internal Process Perspective “What business processes must I excel at?” Responsibilities Tasks 1. Analysis  Advices in questionnaire design stage if any extra analysis required for the study (i.e. Segmentation, Pricing, Trade off analysis) Working with Data Analysis Team and Research team, preparing ‘extra’ statistical analysis of data Advice in analysis methodologies to be used    2 .Data cleaning and output   Cleaning and checking raw data in SPSS prior to preparation of Q files and cross-tabs Keeping records of all and any changes made to data during cleaning/checking process Preparing and checking data coding documents Preparing Q files as per cross-tab request form Preparing cross-tabs instructions as per cross-tab request form for outsource agency (outsource cross tab) Creating Coding document Preparing Open Book document Preparing data output to match client requested format, including checking labels and code frames    3 .CATI/WAPI scripting and testing  Prepare CATI/WAPI scripting instructions as per final questionnaire version requests for outsource agency to script in Confirmit Testing of CATI/WAPI survey scripts to ensure working correctly Setting up quotas to enable quota monitoring Amending script as and when needed Creating and formatting Html information/invitation emails to be sent through Confirmit    4 .Database sourcing and sampling  Compiling databases according to specification Selecting sample and preparing leads for call centre    5. Management of Junior staff  Working closely with a DP Executive to ensure that projects are run efficiently, accurately and cost-effectively through the DP Team Supervising on an on-going basis the development of junior Executive(s) Participating in formal Appraisals of junior Executives(s) Participating in the recruitment process of members of the Data Analysis Team    6 .Quality Management  Maintaining all relevant paperwork in accordance with ISO 9001 Quality Manual  Client Perspective “How can I exceed our clients’ expectations?” Responsibilities Tasks 1 .Liaising with clients  Attending client (internal and/or external) project briefings and presentations Communicating with clients (internal and/or external), in a client friendly manner, to ensure smooth project progression    2 .Client satisfaction  Monitoring and contributing to client satisfaction, by being ‘client friendly’ and ‘output focused’  Financial Perspective “How can I contribute to the financial success of the company?” Responsibilities Tasks 1 .Understanding project costing and budget  Showing an understanding of project costing and budget Working within project budgets as far as possible    2 .Minimising rework  Recording hours and reasons of rework Working to minimise rework on projects    3 .Innovation  Innovating process improvements that would result in increased efficiencies  Learning & Development Perspective “How do I want to change and improve?” Responsibilities Tasks 1 .Recognising Learning and Development needs  Identifying and discussing personal Learning & Development needs and desires with Line Managers during one-to-one sessions and performance appraisals  2 .Participating in Learning & Development activities  Participating in Learning & Development activities that are perceived to contribute to personal development  3 .Applying new skills acquired in Learning & Development activities  Evaluating Learning & Development activities Applying new skills acquired, on the job    4 .Developing Junior Staff   Identifying and organising learning and development needs of junior staff  Culture Perspective “How can I make this a better place to work?” Responsibilities Tasks 1 .Contributing to an enjoyable workplace  ‘Choose your attitude’, ‘Make their day’, ‘Be engaged’, ‘Create energy’    2 .Sharing knowledge  Participating in and contributing to Internal Learning sessions Sharing knowledge with colleagues informally Mentoring junior staff Supporting other team members  SECTION D:  Preferential Incumbent Profile  First rate statistical analysis skills First rate Excel, SPSS skills Experience in Confirmit programming/ questionnaire programming Experience in business-to-business research Experience in managing and / or mentoring Exceptional attention to detail Good troubleshooting skills utilizing a logical way of thinking Ability to communicate issues clearly and concisely and provide alternative solutions where applicable A strong opinion on good research and the confidence to input into data analysis Client focused Team focused     ",Senior Data Analyst,"RB CAPITAL BUILDING, 22 MALACCA STREET 048980","$4,000to$5,000",Monthly,https://www.mycareersfuture.sg/job/b56becb0af3068a587627be7f351a69b
